scenarioId,playerFixtureId,enemyFixtureId,developmentLevel,orientation,battles,playerWins,enemyWins,draws,playerScoreRate,roundLimitRate,meanRounds,p90Rounds,meanPlayerRound1RawDamage,meanEnemyRound1RawDamage,meanPlayerSurvivors,meanEnemySurvivors,meanPlayerSummonFailures,meanEnemySummonFailures,meanPlayerShieldBlocks,meanEnemyShieldBlocks,meanPlayerPermanentDelta,meanEnemyPermanentDelta,meanPlayerFlourishGained,meanEnemyFlourishGained,effectLimitHits,exceptions
B05_SPELL_N__VS__B04_DEATH_N,B05_SPELL_N,B04_DEATH_N,N,B_PLAYER,100,31,24,45,0.535,0,1.46,2,133.87,211.89,0.37,0.27,0,0,2,0,0,19.83,0,0,0,0
B04_DEATH_N__VS__B06_REFRESH_N,B04_DEATH_N,B06_REFRESH_N,N,A_PLAYER,100,35,23,42,0.56,0,1.29,2,224.6,135.16,0.37,0.24,0,0,0,1,24.33,0,0,0,0,0
B06_REFRESH_N__VS__B04_DEATH_N,B06_REFRESH_N,B04_DEATH_N,N,B_PLAYER,100,14,34,52,0.4,0,1.37,2,135.36,212.09,0.16,0.38,0,0,1,0,0,23.5,0,0,0,0
B05_SPELL_N__VS__B06_REFRESH_N,B05_SPELL_N,B06_REFRESH_N,N,A_PLAYER,100,33,33,34,0.5,0,1.56,2,133.85,132.21,0.34,0.38,0,0,2,1,0,0,0,0,0,0
B06_REFRESH_N__VS__B05_SPELL_N,B06_REFRESH_N,B05_SPELL_N,N,B_PLAYER,100,25,32,43,0.465,0,1.62,2,129.82,130,0.25,0.34,0,0,1,2,0,0,0,0,0,0
B01_SHIELD_H__VS__B02_BREAK_H,B01_SHIELD_H,B02_BREAK_H,H,A_PLAYER,100,34,42,24,0.46,0,2.25,3,214.6,218.17,0.46,0.73,0,0,6.14,6.03,20.04,17.56,0,0,0,0
B02_BREAK_H__VS__B01_SHIELD_H,B02_BREAK_H,B01_SHIELD_H,H,B_PLAYER,100,55,34,11,0.605,0,2.15,3,230.31,223.4,1.04,0.59,0,0,6.24,5.98,18.68,20,0,0,0,0
B01_SHIELD_H__VS__B03_SUMMON_H,B01_SHIELD_H,B03_SUMMON_H,H,A_PLAYER,100,63,10,27,0.765,0,1.11,2,331.18,275.53,0.91,0.15,0,0,5.98,0,20.54,6.44,0,3.11,0,0
B03_SUMMON_H__VS__B01_SHIELD_H,B03_SUMMON_H,B01_SHIELD_H,H,B_PLAYER,100,27,49,24,0.39,0,1.12,2,266.38,325.58,0.41,0.64,0,0,0,5.49,7.6,19.58,3.31,0,0,0
B01_SHIELD_H__VS__B04_DEATH_H,B01_SHIELD_H,B04_DEATH_H,H,A_PLAYER,100,40,33,27,0.535,0,2.23,3,221.55,387.9,0.51,0.4,0,0,6.04,0,20.74,43.64,0,0,0,0
B04_DEATH_H__VS__B01_SHIELD_H,B04_DEATH_H,B01_SHIELD_H,H,B_PLAYER,100,28,38,34,0.45,0,2.19,3,397.71,219.96,0.31,0.64,0,0,0,6.26,42.82,21.76,0,0,0,0
B01_SHIELD_H__VS__B05_SPELL_H,B01_SHIELD_H,B05_SPELL_H,H,A_PLAYER,100,35,33,32,0.51,0,2.05,2,216.02,272.41,0.49,0.42,0,0,6.34,3,21.52,0,0,0,0,0
B05_SPELL_H__VS__B01_SHIELD_H,B05_SPELL_H,B01_SHIELD_H,H,B_PLAYER,100,46,32,22,0.57,0,2.01,2,268.74,208.97,0.63,0.46,0,0,3,6.18,0,22.36,0,0,0,0
B01_SHIELD_H__VS__B06_REFRESH_H,B01_SHIELD_H,B06_REFRESH_H,H,A_PLAYER,100,43,32,25,0.555,0,1.99,2,224.13,278.19,0.66,0.38,0,0,6.3,2,21.74,0,0,0,0,0
B06_REFRESH_H__VS__B01_SHIELD_H,B06_REFRESH_H,B01_SHIELD_H,H,B_PLAYER,100,32,44,24,0.44,0,2.04,2,266.41,216.05,0.43,0.7,0,0,2,6.13,0,22.32,0,0,0,0
B02_BREAK_H__VS__B03_SUMMON_H,B02_BREAK_H,B03_SUMMON_H,H,A_PLAYER,100,58,8,34,0.75,0,1.04,1,348.97,280.96,0.67,0.08,0,0,5.66,0,17.32,6.52,0,3.18,0,0
B03_SUMMON_H__VS__B02_BREAK_H,B03_SUMMON_H,B02_BREAK_H,H,B_PLAYER,100,40,24,36,0.58,0,1.01,1,271.74,330.42,0.43,0.24,0,0,0,4.74,8,14.4,3.44,0,0,0
B02_BREAK_H__VS__B04_DEATH_H,B02_BREAK_H,B04_DEATH_H,H,A_PLAYER,100,7,67,26,0.2,0,2.16,3,222.54,391.39,0.07,0.72,0,0,6.01,0,16.5,45.48,0,0,0,0
B04_DEATH_H__VS__B02_BREAK_H,B04_DEATH_H,B02_BREAK_H,H,B_PLAYER,100,100,0,0,1,0,2,2,408.74,225.8,1.12,0,0,0,0,5,44.62,14,0,0,0,0
B02_BREAK_H__VS__B05_SPELL_H,B02_BREAK_H,B05_SPELL_H,H,A_PLAYER,100,23,40,37,0.415,0,1.97,2,225.01,277.61,0.26,0.46,0,0,5.8,3,15.68,0,0,0,0,0
B05_SPELL_H__VS__B02_BREAK_H,B05_SPELL_H,B02_BREAK_H,H,B_PLAYER,100,76,3,21,0.865,0,1.83,2,275.75,222.37,1.16,0.03,0,0,3,5.01,0,14.02,0,0,0,0
B02_BREAK_H__VS__B06_REFRESH_H,B02_BREAK_H,B06_REFRESH_H,H,A_PLAYER,100,15,53,32,0.31,0,2.05,2,229.59,283.14,0.15,0.66,0,0,5.9,2,15.9,0,0,0,0,0
B06_REFRESH_H__VS__B02_BREAK_H,B06_REFRESH_H,B02_BREAK_H,H,B_PLAYER,100,98,0,2,0.99,0,2.01,2,280.58,226.08,1.51,0,0,0,2,5.01,0,14.02,0,0,0,0
B03_SUMMON_H__VS__B04_DEATH_H,B03_SUMMON_H,B04_DEATH_H,H,A_PLAYER,100,8,48,44,0.3,0,1.01,1,285.66,775.63,0.08,0.56,0,0,0,0,7.62,39.92,3.47,0,0,0
B04_DEATH_H__VS__B03_SUMMON_H,B04_DEATH_H,B03_SUMMON_H,H,B_PLAYER,100,37,11,52,0.63,0,1,1,849.62,300.21,0.39,0.11,0,0,0,0,43.36,8,0,3.4,0,0
B03_SUMMON_H__VS__B05_SPELL_H,B03_SUMMON_H,B05_SPELL_H,H,A_PLAYER,100,1,51,48,0.25,0,1,1,270.71,375.29,0.01,0.62,0,0,0,3,8,0,3.42,0,0,0
B05_SPELL_H__VS__B03_SUMMON_H,B05_SPELL_H,B03_SUMMON_H,H,B_PLAYER,100,54,3,43,0.755,0,1,1,375.04,262.18,0.73,0.03,0,0,3,0,0,6.52,0,3.12,0,0
B03_SUMMON_H__VS__B06_REFRESH_H,B03_SUMMON_H,B06_REFRESH_H,H,A_PLAYER,100,11,32,57,0.395,0,1,1,275.89,391.31,0.11,0.32,0,0,0,2,8,0,3.42,0,0,0
B06_REFRESH_H__VS__B03_SUMMON_H,B06_REFRESH_H,B03_SUMMON_H,H,B_PLAYER,100,49,7,44,0.71,0,1,1,392.39,266.85,0.62,0.07,0,0,2,0,0,6.52,0,3.13,0,0
B04_DEATH_H__VS__B05_SPELL_H,B04_DEATH_H,B05_SPELL_H,H,A_PLAYER,100,79,1,20,0.89,0,1.52,2,444.57,284.12,0.95,0.01,0,0,0,3,44.92,0,0,0,0,0
B05_SPELL_H__VS__B04_DEATH_H,B05_SPELL_H,B04_DEATH_H,H,B_PLAYER,100,9,62,29,0.235,0,1.7,2,274.08,427.94,0.09,0.75,0,0,3,0,0,38.72,0,0,0,0
B04_DEATH_H__VS__B06_REFRESH_H,B04_DEATH_H,B06_REFRESH_H,H,A_PLAYER,100,79,1,20,0.89,0,1.57,2,481.55,287.92,0.92,0.01,0,0,0,2,46.64,0,0,0,0,0
B06_REFRESH_H__VS__B04_DEATH_H,B06_REFRESH_H,B04_DEATH_H,H,B_PLAYER,100,4,66,30,0.19,0,1.72,2,284.28,469.6,0.04,0.75,0,0,2,0,0,45.86,0,0,0,0
B05_SPELL_H__VS__B06_REFRESH_H,B05_SPELL_H,B06_REFRESH_H,H,A_PLAYER,100,0,74,26,0.13,0,1.72,2,286,266.24,0,0.93,0,0,3,2,0,0,0,0,0,0
B06_REFRESH_H__VS__B05_SPELL_H,B06_REFRESH_H,B05_SPELL_H,H,B_PLAYER,100,78,0,22,0.89,0,1.72,2,266.87,284.02,1.05,0,0,0,2,3,0,0,0,0,0,0
B01_SHIELD_N__VS__D00_OUTPUT_DUMMY,B01_SHIELD_N,D00_OUTPUT_DUMMY,N,OUTPUT_DUMMY,100,100,0,0,1,0,22.32,23,118.03,0,5,0,0,0,0,0,2,0,0,0,0,0
B01_SHIELD_N__VS__D01_MECHANIC_PRESSURE_N,B01_SHIELD_N,D01_MECHANIC_PRESSURE_N,N,MECHANIC_PRESSURE,100,0,100,0,0,0,2,2,138.25,76.96,0,5,0,0,5.04,0,9.23,0,0,0,0,0
B02_BREAK_N__VS__D00_OUTPUT_DUMMY,B02_BREAK_N,D00_OUTPUT_DUMMY,N,OUTPUT_DUMMY,100,100,0,0,1,0,18.93,19,142,0,5,0,0,0,0,0,1,0,0,0,0,0
B02_BREAK_N__VS__D01_MECHANIC_PRESSURE_N,B02_BREAK_N,D01_MECHANIC_PRESSURE_N,N,MECHANIC_PRESSURE,100,0,100,0,0,0,2,2,145.5,79.36,0,5,0,0,5,0,7,0,0,0,0,0
B03_SUMMON_N__VS__D00_OUTPUT_DUMMY,B03_SUMMON_N,D00_OUTPUT_DUMMY,N,OUTPUT_DUMMY,100,100,0,0,1,0,17.08,18,154.54,0,5,0,0,0,0,0,0,0,0,0,0,0
B03_SUMMON_N__VS__D01_MECHANIC_PRESSURE_N,B03_SUMMON_N,D01_MECHANIC_PRESSURE_N,N,MECHANIC_PRESSURE,100,0,100,0,0,0,1.02,1,238.62,111.84,0,5,0,0,0,0,4,0,2.52,0,0,0
B04_DEATH_N__VS__D00_OUTPUT_DUMMY,B04_DEATH_N,D00_OUTPUT_DUMMY,N,OUTPUT_DUMMY,100,100,0,0,1,0,19.22,20,139.28,0,5,0,0,0,0,0,1,0,0,0,0,0
B04_DEATH_N__VS__D01_MECHANIC_PRESSURE_N,B04_DEATH_N,D01_MECHANIC_PRESSURE_N,N,MECHANIC_PRESSURE,100,0,100,0,0,0,2,2,193.1,79.68,0,5,0,0,0,0,21.22,0,0,0,0,0
B05_SPELL_N__VS__D00_OUTPUT_DUMMY,B05_SPELL_N,D00_OUTPUT_DUMMY,N,OUTPUT_DUMMY,100,100,0,0,1,0,14.92,15,183.54,0,5,0,0,0,0,0,0,0,0,0,0,0
B05_SPELL_N__VS__D01_MECHANIC_PRESSURE_N,B05_SPELL_N,D01_MECHANIC_PRESSURE_N,N,MECHANIC_PRESSURE,100,0,100,0,0,0,2,2,180.18,78.64,0,5,0,0,2,0,0,0,0,0,0,0
B06_REFRESH_N__VS__D00_OUTPUT_DUMMY,B06_REFRESH_N,D00_OUTPUT_DUMMY,N,OUTPUT_DUMMY,100,100,0,0,1,0,15.37,16,176.89,0,5,0,0,0,0,0,0,0,0,0,0,0
B06_REFRESH_N__VS__D01_MECHANIC_PRESSURE_N,B06_REFRESH_N,D01_MECHANIC_PRESSURE_N,N,MECHANIC_PRESSURE,100,0,100,0,0,0,2,2,176.24,79.76,0,5,0,0,1,0,0,0,0,0,0,0
B01_SHIELD_H__VS__D00_OUTPUT_DUMMY,B01_SHIELD_H,D00_OUTPUT_DUMMY,H,OUTPUT_DUMMY,100,100,0,0,1,0,12.53,13,219.98,0,5,0,0,0,0,0,4,0,0,0,0,0
B01_SHIELD_H__VS__D01_MECHANIC_PRESSURE_H,B01_SHIELD_H,D01_MECHANIC_PRESSURE_H,H,MECHANIC_PRESSURE,100,0,100,0,0,0,2.16,3,240.79,152.96,0,5,0,0,6.65,0,21.94,0,0,0,0,0
B02_BREAK_H__VS__D00_OUTPUT_DUMMY,B02_BREAK_H,D00_OUTPUT_DUMMY,H,OUTPUT_DUMMY,100,100,0,0,1,0,11,11,255,0,5,0,0,0,0,0,3.3,0,0,0,0,0
B02_BREAK_H__VS__D01_MECHANIC_PRESSURE_H,B02_BREAK_H,D01_MECHANIC_PRESSURE_H,H,MECHANIC_PRESSURE,100,0,100,0,0,0,2,2,271.63,159.36,0,5,0,0,5.71,0,15.42,0,0,0,0,0
B03_SUMMON_H__VS__D00_OUTPUT_DUMMY,B03_SUMMON_H,D00_OUTPUT_DUMMY,H,OUTPUT_DUMMY,100,100,0,0,1,0,11.36,12,239.92,0,5,0,0,0,0,0,0,0,0,0,0,0
B03_SUMMON_H__VS__D01_MECHANIC_PRESSURE_H,B03_SUMMON_H,D01_MECHANIC_PRESSURE_H,H,MECHANIC_PRESSURE,100,0,100,0,0,0,1,1,359.86,224,0,5,0,0,0,0,8,0,3.52,0,0,0
B04_DEATH_H__VS__D00_OUTPUT_DUMMY,B04_DEATH_H,D00_OUTPUT_DUMMY,H,OUTPUT_DUMMY,100,100,0,0,1,0,11.27,12,245.26,0,5,0,0,0,0,0,2,0,0,0,0,0
B04_DEATH_H__VS__D01_MECHANIC_PRESSURE_H,B04_DEATH_H,D01_MECHANIC_PRESSURE_H,H,MECHANIC_PRESSURE,100,0,100,0,0,0,2.65,3,393.14,159.84,0,5,0,0,0,0,43.82,0,0,0,0,0
B05_SPELL_H__VS__D00_OUTPUT_DUMMY,B05_SPELL_H,D00_OUTPUT_DUMMY,H,OUTPUT_DUMMY,100,100,0,0,1,0,8.01,8,362.16,0,5,0,0,0,0,0,0,0,0,0,0,0
B05_SPELL_H__VS__D01_MECHANIC_PRESSURE_H,B05_SPELL_H,D01_MECHANIC_PRESSURE_H,H,MECHANIC_PRESSURE,100,0,100,0,0,0,2,2,357.38,157.28,0,5,0,0,3,0,0,0,0,0,0,0
B06_REFRESH_H__VS__D00_OUTPUT_DUMMY,B06_REFRESH_H,D00_OUTPUT_DUMMY,H,OUTPUT_DUMMY,100,100,0,0,1,0,8.95,9,329.54,0,5,0,0,0,0,0,0,0,0,0,0,0
B06_REFRESH_H__VS__D01_MECHANIC_PRESSURE_H,B06_REFRESH_H,D01_MECHANIC_PRESSURE_H,H,MECHANIC_PRESSURE,100,0,100,0,0,0,2,2,328.64,159.52,0,5,0,0,2,0,0,0,0,0,0,0
